,Code,Name,Country,Exchange,Currency,Type,Isin
1150,CRDL,Cardiol Therapeutics Inc Class A,USA,NASDAQ,USD,Common Stock,CA14161Y2006
1151,CRDO,Credo Technology Group Holding Ltd,USA,NASDAQ,USD,Common Stock,KYG254571055
1152,CREG,Smart Powerr Corp,USA,NASDAQ,USD,Common Stock,US1689133098
1153,CRESW,Cresud S.A.C.I.F. y A. Warrant,USA,NASDAQ,USD,Common Stock,
1154,CRESY,Cresud SACIF y A,USA,NASDAQ,USD,Common Stock,US2264061068
1155,CREV,Carbon Revolution Public Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
1156,CREVW,Carbon Revolution Public Limited Company Warrant,USA,NASDAQ,USD,Common Stock,
1157,CREX,Creative Realities Inc,USA,NASDAQ,USD,Common Stock,US22530J2006
1158,CRGO,Freightos Limited Ordinary shares,USA,NASDAQ,USD,Common Stock,
1159,CRGOW,Freightos Limited Warrants,USA,NASDAQ,USD,Common Stock,
1160,CRGX,CARGO Therapeutics Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
1161,CRIS,Curis Inc,USA,NASDAQ,USD,Common Stock,US2312692005
1162,CRKN,Crown Electrokinetics Corp.,USA,NASDAQ,USD,Common Stock,US2283392064
1163,CRMD,CorMedix Inc,USA,NASDAQ,USD,Common Stock,US21900C3088
1164,CRML,Critical Metals Corp. Ordinary Shares,USA,NASDAQ,USD,Common Stock,
1165,CRMLW,Critical Metals Corp. Warrants,USA,NASDAQ,USD,Common Stock,
1166,CRMT,Americas Car-Mart Inc,USA,NASDAQ,USD,Common Stock,US03062T1051
1167,CRNC,Cerence Inc,USA,NASDAQ,USD,Common Stock,US1567271093
1168,CRNT,Ceragon Networks Ltd,USA,NASDAQ,USD,Common Stock,IL0010851660
1169,CRNX,Crinetics Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US22663K1079
1170,CRON,Cronos Group Inc,USA,NASDAQ,USD,Common Stock,CA22717L1013
1171,CROX,Crocs Inc,USA,NASDAQ,USD,Common Stock,US2270461096
1172,CRSP,Crispr Therapeutics AG,USA,NASDAQ,USD,Common Stock,CH0334081137
1173,CRSR,Corsair Gaming Inc,USA,NASDAQ,USD,Common Stock,US22041X1028
1174,CRTO,Criteo Sa,USA,NASDAQ,USD,Common Stock,US2267181046
1175,CRUS,Cirrus Logic Inc,USA,NASDAQ,USD,Common Stock,US1727551004
1176,CRVL,CorVel Corp,USA,NASDAQ,USD,Common Stock,US2210061097
1177,CRVO,CervoMed Inc.,USA,NASDAQ,USD,Common Stock,
1178,CRVS,Corvus Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US2210151005
1179,CRWD,Crowdstrike Holdings Inc,USA,NASDAQ,USD,Common Stock,US22788C1053
1180,CRWS,Crown Crafts Inc,USA,NASDAQ,USD,Common Stock,US2283091005
1181,CSA,VictoryShares US Small Cap Volatility Wtd ETF,USA,NASDAQ,USD,ETF,US92647N8323
1182,CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,USA,NASDAQ,USD,ETF,US92647N8737
1183,CSBR,Champions Oncology Inc,USA,NASDAQ,USD,Common Stock,US15870P3073
1184,CSCO,Cisco Systems Inc,USA,NASDAQ,USD,Common Stock,US17275R1023
1185,CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,USA,NASDAQ,USD,ETF,US92647N7747
1186,CSGP,CoStar Group Inc,USA,NASDAQ,USD,Common Stock,US22160N1090
1187,CSGS,CSG Systems International Inc,USA,NASDAQ,USD,Common Stock,US1263491094
1188,CSIQ,Canadian Solar Inc,USA,NASDAQ,USD,Common Stock,CA1366351098
1189,CSLM,Consilium Acquisition I Ltd Corp,USA,NASDAQ,USD,Common Stock,KYG2365L1014
1190,CSLMR,Consilium Acquisition Corp I Ltd. Right,USA,NASDAQ,USD,Common Stock,
1191,CSLMU,Consilium Acquisition I Ltd Corp Unit,USA,NASDAQ,USD,Unit,KYG2365L1352
1192,CSLMW,Consilium Acquisition Corp I Ltd. Warrant,USA,NASDAQ,USD,Common Stock,
1193,CSLR,Complete Solaria Inc.,USA,NASDAQ,USD,Common Stock,
1194,CSLRW,Complete Solaria Inc. Warrants,USA,NASDAQ,USD,Common Stock,
1195,CSML,IQ Chaikin U.S. Small Cap ETF,USA,NASDAQ,USD,ETF,US45409B3969
1196,CSPI,CSP Inc,USA,NASDAQ,USD,Common Stock,US1263891053
1197,CSQ,Calamos Strategic Total Return Closed Fund,USA,NASDAQ,USD,FUND,US1281251017
1198,CSSE,Chicken Soup for the Soul Entertainment,USA,NASDAQ,USD,Common Stock,US16842Q1004
1199,CSSEL,Chicken Soup for the Soul Entertainment Inc,USA,NASDAQ,USD,Common Stock,
1200,CSSEN,Chicken Soup for The Soul Entertainment 9 50 Notes due 2025,USA,NASDAQ,USD,Common Stock,US16842Q3083
1201,CSSEP,Chicken Soup for The Soul Entertainment Inc Pref Series A,USA,NASDAQ,USD,Preferred Stock,US16842Q2093
1202,CSTA-UN,Constellation Acquisition Corp,USA,NASDAQ,USD,Common Stock,
1203,CSTE,Caesarstone Ltd,USA,NASDAQ,USD,Common Stock,IL0011259137
1204,CSTL,Castle Biosciences Inc,USA,NASDAQ,USD,Common Stock,US14843C1053
1205,CSTR,Capstar Financial Holdings Inc,USA,NASDAQ,USD,Common Stock,US14070T1025
1206,CSWC,Capital Southwest Corporation,USA,NASDAQ,USD,Common Stock,US1405011073
1207,CSWCZ,Capital Southwest Corporation 7.75% Notes due 2028,USA,NASDAQ,USD,Common Stock,
1208,CSWI,CSW Industrials Inc,USA,NASDAQ,USD,Common Stock,US1264021064
1209,CSX,CSX Corporation,USA,NASDAQ,USD,Common Stock,US1264081035
1210,CTAS,Cintas Corporation,USA,NASDAQ,USD,Common Stock,US1729081059
1211,CTBI,Community Trust Bancorp Inc,USA,NASDAQ,USD,Common Stock,US2041491083
1212,CTCX,Carmell Therapeutics Corporation,USA,NASDAQ,USD,Common Stock,
1213,CTCXW,Carmell Therapeutics Corporation,USA,NASDAQ,USD,Common Stock,
1214,CTEC,Global X CleanTech ETF,USA,NASDAQ,USD,ETF,US37954Y2283
1215,CTHR,Charles & Colvard Ltd,USA,NASDAQ,USD,Common Stock,US1597651066
1216,CTKB,Cytek Biosciences Inc,USA,NASDAQ,USD,Common Stock,US23285D1090
1217,CTLP,Cantaloupe Inc,USA,NASDAQ,USD,Common Stock,US1381031061
1218,CTMX,CytomX Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US23284F1057
1219,CTNT,Cheetah Net Supply Chain Service Inc. Class A Common Stock,USA,NASDAQ,USD,Common Stock,
1220,CTRM,Castor Maritime Inc,USA,NASDAQ,USD,Common Stock,MHY1146L1258
1221,CTRN,Citi Trends Inc,USA,NASDAQ,USD,Common Stock,US17306X1028
1222,CTSH,Cognizant Technology Solutions Corp Class A,USA,NASDAQ,USD,Common Stock,US1924461023
1223,CTSO,Cytosorbents Crp,USA,NASDAQ,USD,Common Stock,US23283X2062
1224,CTXR,Citius Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US17322U2078
1225,CUBA,Herzfeld Caribbean Basin Closed Fund,USA,NASDAQ,USD,FUND,US42804T1060
1226,CUE,Cue Biopharma,USA,NASDAQ,USD,Common Stock,US22978P1066
1227,CUEN,Cuentas Inc,USA,NASDAQ,USD,Common Stock,US2297942011
1228,CUENW,Cuentas Inc,USA,NASDAQ,USD,Common Stock,
1229,CULL,Cullman Bancorp Inc.,USA,NASDAQ,USD,Common Stock,US2301531081
1230,CURI,Curiositystream Inc.,USA,NASDAQ,USD,Common Stock,US23130Q1076
1231,CURIW,CuriosityStream Inc,USA,NASDAQ,USD,Common Stock,
1232,CUTR,Cutera Inc,USA,NASDAQ,USD,Common Stock,US2321091082
1233,CVAC,CureVac NV,USA,NASDAQ,USD,Common Stock,NL0015436031
1234,CVBF,CVB Financial Corporation,USA,NASDAQ,USD,Common Stock,US1266001056
1235,CVCO,Cavco Industries Inc,USA,NASDAQ,USD,Common Stock,US1495681074
1236,CVCY,Central Valley Community Bancorp,USA,NASDAQ,USD,Common Stock,US1556851004
1237,CVGI,Commercial Vehicle Group Inc,USA,NASDAQ,USD,Common Stock,US2026081057
1238,CVGW,Calavo Growers Inc,USA,NASDAQ,USD,Common Stock,US1282461052
1239,CVKD,Cadrenal Therapeutics Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
1240,CVLG,Covenant Logistics Group Inc,USA,NASDAQ,USD,Common Stock,US22284P1057
1241,CVLT,CommVault Systems Inc,USA,NASDAQ,USD,Common Stock,US2041661024
1242,CVLY,Codorus Valley Bancorp Inc,USA,NASDAQ,USD,Common Stock,US1920251048
1243,CVRX,CVRx Inc,USA,NASDAQ,USD,Common Stock,US1266381052
1244,CVV,CVD Equipment Corporation,USA,NASDAQ,USD,Common Stock,US1266011030
1245,CWBC,Community West Bancshares,USA,NASDAQ,USD,Common Stock,US2041571017
1246,CWBR,CohBar Inc,USA,NASDAQ,USD,Common Stock,US19249J1097
1247,CWCO,Consolidated Water Co Ltd,USA,NASDAQ,USD,Common Stock,KYG237731073
1248,CWD,CaliberCos Inc. Class A Common Stock,USA,NASDAQ,USD,Common Stock,
1249,CWST,Casella Waste Systems Inc,USA,NASDAQ,USD,Common Stock,US1474481041
1250,CXAI,CXApp Inc.,USA,NASDAQ,USD,Common Stock,
1251,CXAIW,CXApp Inc.,USA,NASDAQ,USD,Common Stock,
1252,CXDO,Crexendo Inc,USA,NASDAQ,USD,Common Stock,US2265521078
1253,CXSE,WisdomTree China ex-State-Owned Enterprises Fund,USA,NASDAQ,USD,ETF,US97717X7194
1254,CYBR,CyberArk Software Ltd,USA,NASDAQ,USD,Common Stock,IL0011334468
1255,CYCC,Cyclacel Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US23254L6039
1256,CYCCP,Cyclacel Pharmaceuticals Inc,USA,NASDAQ,USD,Preferred Stock,US23254L2079
1257,CYCN,Cyclerion Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US23255M1053
1258,CYN,Cyngn Inc,USA,NASDAQ,USD,Common Stock,US23257B1070
1259,CYRX,Cryoport Inc,USA,NASDAQ,USD,Common Stock,US2290503075
1260,CYT,Cyteir Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US23284P1030
1261,CYTH,Cyclo Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US23254X2018
1262,CYTHW,Cyclo Therapeutics Inc,USA,NASDAQ,USD,Common Stock,
1263,CYTK,Cytokinetics Inc,USA,NASDAQ,USD,Common Stock,US23282W6057
1264,CYTO,Altamira Therapeutics Ltd,USA,NASDAQ,USD,Common Stock,BMG0360L1000
1265,CZAR,Themes Natural Monopoly ETF,USA,NASDAQ,USD,ETF,
1266,CZFS,Citizens Financial Services Inc. Common Stock,USA,NASDAQ,USD,Common Stock,US1746151042
1267,CZNC,Citizens & Northern Corp,USA,NASDAQ,USD,Common Stock,US1729221069
1268,CZR,Caesars Entertainment Corporation,USA,NASDAQ,USD,Common Stock,US12769G1004
1269,CZWI,Citizens Community Bancorp Inc,USA,NASDAQ,USD,Common Stock,US1749031043
1270,DADA,Dada Nexus Ltd,USA,NASDAQ,USD,Common Stock,US23344D1081
1271,DAIO,Data I/O Corporation,USA,NASDAQ,USD,Common Stock,US2376901029
1272,DAKT,Daktronics Inc,USA,NASDAQ,USD,Common Stock,US2342641097
1273,DALI,First Trust Dorsey Wright DALI 1 ETF,USA,NASDAQ,USD,ETF,US33738R7127
1274,DALN,Dallasnews Corp,USA,NASDAQ,USD,Common Stock,US2350501019
1275,DAPP,VanEck Digital Transformation ETF,USA,NASDAQ,USD,ETF,US92189H8218
1276,DARE,Dare Bioscience Inc,USA,NASDAQ,USD,Common Stock,US23666P1012
1277,DASH,DoorDash Inc. Class A Common Stock,USA,NASDAQ,USD,Common Stock,US25809K1051
1278,DATS,DatChat Inc,USA,NASDAQ,USD,Common Stock,US23816M2061
1279,DATSW,DatChat Inc. Series A Warrant,USA,NASDAQ,USD,Common Stock,
1280,DAVE,Dave Inc,USA,NASDAQ,USD,Common Stock,US23834J1025
1281,DAVEW,Dave Inc. Warrants,USA,NASDAQ,USD,Common Stock,
1282,DAWN,Day One Biopharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US23954D1090
1283,DAX,Global X DAX Germany ETF,USA,NASDAQ,USD,ETF,US37954Y4917
1284,DBGI,Digital Brands Group Inc,USA,NASDAQ,USD,Common Stock,US25401N1019
1285,DBGIW,Digital Brands Group Inc,USA,NASDAQ,USD,Common Stock,
1286,DBVT,DBV Technologies,USA,NASDAQ,USD,Common Stock,US23306J1016
1287,DBX,Dropbox Inc,USA,NASDAQ,USD,Common Stock,US26210C1045
1288,DCBO,Docebo Inc,USA,NASDAQ,USD,Common Stock,CA25609L1058
1289,DCFC,Tritium Dcfc Ltd,USA,NASDAQ,USD,Common Stock,AU0000205205
1290,DCFCW,Tritium DCFC Limited Warrant,USA,NASDAQ,USD,Common Stock,
1291,DCGO,DocGo Inc,USA,NASDAQ,USD,Common Stock,US2560861096
1292,DCOM,Dime Community Bancshares Inc,USA,NASDAQ,USD,Common Stock,US25432X1028
1293,DCOMP,Dime Community Bancshares Inc PR,USA,NASDAQ,USD,Preferred Stock,US25432X2018
1294,DCPH,Deciphera Pharmaceuticals LLC,USA,NASDAQ,USD,Common Stock,US24344T1016
1295,DCTH,Delcath Systems Inc,USA,NASDAQ,USD,Common Stock,US24661P8077
1296,DDI,Doubledown Interactive Co Ltd,USA,NASDAQ,USD,Common Stock,US25862B1098
1297,DDIV,First Trust RBA Quality Income,USA,NASDAQ,USD,ETF,US33738R6962
1298,DDOG,Datadog Inc,USA,NASDAQ,USD,Common Stock,US23804L1035
1299,DECA,Denali Capital Acquisition Corp. Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,KYG6256B1068
1300,DECAU,Denali Capital Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG6256B1225
1301,DECAW,Denali Capital Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
1302,DEMZ,Democratic Large Cap Core ETF,USA,NASDAQ,USD,ETF,US00774Q3469
1303,DENN,Denny’s Corp,USA,NASDAQ,USD,Common Stock,US24869P1049
1304,DERM,Journey Medical Corp,USA,NASDAQ,USD,Common Stock,US48115J1097
1305,DFGP,Dimensional Global Core Plus Fixed Income ETF,USA,NASDAQ,USD,ETF,
1306,DFGX,Dimensional Global ex US Core Fixed Income ETF,USA,NASDAQ,USD,ETF,
1307,DFLI,Chardan NexTech Acquisition 2 Corp,USA,NASDAQ,USD,Common Stock,
1308,DFLIW,Chardan NexTech Acquisition 2 Corp,USA,NASDAQ,USD,Common Stock,
1309,DGCB,Dimensional Global Credit ETF,USA,NASDAQ,USD,ETF,
1310,DGHI,Digihost Technology Inc,USA,NASDAQ,USD,Common Stock,CA25381D2068
1311,DGICA,Donegal Group A Inc,USA,NASDAQ,USD,Common Stock,US2577012014
1312,DGICB,Donegal Group B Inc,USA,NASDAQ,USD,Common Stock,US2577013004
1313,DGII,Digi International Inc,USA,NASDAQ,USD,Common Stock,US2537981027
1314,DGLY,Digital Ally Inc,USA,NASDAQ,USD,Common Stock,US25382T1016
1315,DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,USA,NASDAQ,USD,ETF,US97717W3236
1316,DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,USA,NASDAQ,USD,ETF,US97717X6519
1317,DGRW,WisdomTree U.S. Quality Dividend Growth Fund,USA,NASDAQ,USD,ETF,US97717X6691
1318,DH,Definitive Healthcare Corp,USA,NASDAQ,USD,Common Stock,US24477E1038
1319,DHAC,Digital Health Acquisition Corp,USA,NASDAQ,USD,Common Stock,US2538931013
1320,DHACU,Digital Health Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US2538932003
1321,DHACW,Digital Health Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
1322,DHAI,"DIH Holdings US, Inc. Class A Common Stock",USA,NASDAQ,USD,Common Stock,
1323,DHAIW,"DIH Holding US, Inc. Warrants",USA,NASDAQ,USD,Common Stock,
1324,DHC,Diversified Healthcare Trust,USA,NASDAQ,USD,Common Stock,US25525P1075
1325,DHCA,DHC Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG2758T1094
1326,DHCAU,DHC Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG2758T1250
1327,DHCAW,DHC Acquisition Corp,USA,NASDAQ,USD,Common Stock,
1328,DHCNI,DHCNI,USA,NASDAQ,USD,Common Stock,
1329,DHCNL,Diversified Healthcare Trust,USA,NASDAQ,USD,Common Stock,
1330,DHIL,Diamond Hill Investment Group Inc,USA,NASDAQ,USD,Common Stock,US25264R2076
1331,DIBS,1Stdibs.Com Inc,USA,NASDAQ,USD,Common Stock,US3205511047
1332,DIOD,Diodes Incorporated,USA,NASDAQ,USD,Common Stock,US2545431015
1333,DISA,Disruptive Acquisition Corporation I,USA,NASDAQ,USD,Common Stock,KYG2770Y1026
1334,DISAU,Disruptive Acquisition Corporation I Unit,USA,NASDAQ,USD,Unit,KYG2770Y1109
1335,DIST,Distoken Acquisition Corporation Ordinary Shares,USA,NASDAQ,USD,Common Stock,
1336,DISTR,Distoken Acquisition Corporation Right,USA,NASDAQ,USD,Common Stock,
1337,DISTW,Distoken Acquisition Corporation Warrant,USA,NASDAQ,USD,Common Stock,
1338,DIVD,Altrius Global Dividend ETF,USA,NASDAQ,USD,ETF,US02072L6561
1339,DJCO,Daily Journal Corp,USA,NASDAQ,USD,Common Stock,US2339121046
1340,DKNG,DraftKings Inc,USA,NASDAQ,USD,Common Stock,US26142V1052
1341,DLHC,DLH Holdings Corp,USA,NASDAQ,USD,Common Stock,US23335Q1004
1342,DLO,Dlocal Ltd,USA,NASDAQ,USD,Common Stock,KYG290181018
1343,DLPN,Dolphin Entertainment Inc,USA,NASDAQ,USD,Common Stock,US25686H2094
1344,DLTH,Duluth Holdings Inc,USA,NASDAQ,USD,Common Stock,US26443V1017
1345,DLTR,Dollar Tree Inc,USA,NASDAQ,USD,Common Stock,US2567461080
1346,DMAC,DiaMedica Therapeutics Inc,USA,NASDAQ,USD,Common Stock,CA25253X2077
1347,DMAT,Global X Disruptive Materials ETF,USA,NASDAQ,USD,ETF,US37960A8678
1348,DMK,DMK Pharmaceuticals Corporation,USA,NASDAQ,USD,Common Stock,
1349,DMLP,Dorchester Minerals LP,USA,NASDAQ,USD,Common Stock,US25820R1059
1350,DMRC,Digimarc Corporation,USA,NASDAQ,USD,Common Stock,US25381B1017
1351,DMTK,DermTech Inc,USA,NASDAQ,USD,Common Stock,US24984K1051
1352,DMXF,iShares ESG Advanced MSCI EAFE Index ETF,USA,NASDAQ,USD,ETF,US46436E7590
1353,DNLI,Denali Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US24823R1059
1354,DNTH,Dianthus Therapeutics Inc.,USA,NASDAQ,USD,Common Stock,
1355,DNUT,Krispy Kreme Inc,USA,NASDAQ,USD,Common Stock,US50101L1061
1356,DOCU,DocuSign Inc,USA,NASDAQ,USD,Common Stock,US2561631068
1357,DOGZ,Dogness International Corp Class A,USA,NASDAQ,USD,Common Stock,VGG2788T1030
1358,DOMH,Dominari Holdings Inc.,USA,NASDAQ,USD,Common Stock,
1359,DOMO,Domo Inc,USA,NASDAQ,USD,Common Stock,US2575541055
1360,DOOO,BRP Inc,USA,NASDAQ,USD,Common Stock,CA05577W2004
1361,DORM,Dorman Products Inc,USA,NASDAQ,USD,Common Stock,US2582781009
1362,DOX,Amdocs Ltd,USA,NASDAQ,USD,Common Stock,GB0022569080
1363,DOYU,DouYu International Holdings,USA,NASDAQ,USD,Common Stock,US25985W1053
1364,DPCS,DP Cap Acquisition I Corp,USA,NASDAQ,USD,Common Stock,KYG2R05B1000
1365,DPCSU,DP Cap Acquisition I Corp Unit,USA,NASDAQ,USD,Unit,KYG2R05B1182
1366,DPCSW,DP Cap Acquisition Corp I Warrants,USA,NASDAQ,USD,Common Stock,
1367,DPRO,Draganfly Inc,USA,NASDAQ,USD,Common Stock,CA26142Q2053
1368,DRCT,Direct Digital Holdings Inc,USA,NASDAQ,USD,Common Stock,US25461T1051
1369,DRIO,DarioHealth Corp,USA,NASDAQ,USD,Common Stock,US23725P2092
1370,DRIV,Global X Autonomous & Electric Vehicles ETF,USA,NASDAQ,USD,ETF,US37954Y6243
1371,DRMA,Dermata Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US2498451085
1372,DRMAW,Dermata Therapeutics Inc. Warrant,USA,NASDAQ,USD,Common Stock,
1373,DRRX,Durect Corporation,USA,NASDAQ,USD,Common Stock,US2666051048
1374,DRS,Leonardo DRS Inc. Common Stock,USA,NASDAQ,USD,Common Stock,US52661A1088
1375,DRTS,Alpha Tau Medical Ltd,USA,NASDAQ,USD,Common Stock,IL0011839383
1376,DRTSW,Alpha Tau Medical Ltd. Warrant,USA,NASDAQ,USD,Common Stock,
1377,DRUG,Bright Minds Biosciences Inc,USA,NASDAQ,USD,Common Stock,CA10919W1086
1378,DRVN,Driven Brands Holdings Inc,USA,NASDAQ,USD,Common Stock,US26210V1026
1379,DSGN,Design Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US25056L1035
1380,DSGR,Distribution Solutions Group Inc,USA,NASDAQ,USD,Common Stock,US5207761058
1381,DSGX,Descartes Systems Group Inc,USA,NASDAQ,USD,Common Stock,CA2499061083
1382,DSKE,Daseke Inc,USA,NASDAQ,USD,Common Stock,US23753F1075
1383,DSP,Viant Technology Inc,USA,NASDAQ,USD,Common Stock,US92557A1016
1384,DSWL,Deswell Industries Inc,USA,NASDAQ,USD,Common Stock,VG2506391011
1385,DTCK,Davis Commodities Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
1386,DTI,Drilling Tools International Corp.,USA,NASDAQ,USD,Common Stock,
1387,DTIL,Precision BioSciences Inc,USA,NASDAQ,USD,Common Stock,US74019P1084
1388,DTSS,Datasea Inc,USA,NASDAQ,USD,Common Stock,US2381162062
1389,DTST,Data Storage Corp,USA,NASDAQ,USD,Common Stock,US23786R2013
1390,DTSTW,Data Storage Corporation,USA,NASDAQ,USD,Common Stock,
1391,DUET,DUET Acquisition Corp,USA,NASDAQ,USD,Common Stock,US26431Q1067
1392,DUETU,DUET Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US26431Q2057
1393,DUETW,DUET Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
1394,DUO,Fangdd Network Group Ltd,USA,NASDAQ,USD,Common Stock,US30712L2088
1395,DUOL,Duolingo Inc,USA,NASDAQ,USD,Common Stock,US26603R1068
1396,DUOT,Duos Technologies Group Inc,USA,NASDAQ,USD,Common Stock,US2660424076
1397,DVAL,BrandywineGLOBAL - Dynamic US Large Cap Value ETF,USA,NASDAQ,USD,ETF,US35473P4625
1398,DVAX,Dynavax Technologies Corporation,USA,NASDAQ,USD,Common Stock,US2681582019
1399,DVLU,First Trust Dorsey Wright Momentum & Value ETF,USA,NASDAQ,USD,ETF,US33741L2079
1400,DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,USA,NASDAQ,USD,ETF,US33741L1089
1401,DVY,iShares Select Dividend ETF,USA,NASDAQ,USD,ETF,US4642871689
1402,DWAC,Digital World Acquisition Corp,USA,NASDAQ,USD,Common Stock,US25400Q1058
1403,DWACU,Digital World Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US25400Q2049
1404,DWACW,Digital World Acquisition Equity Warrants Exp 20th Jun 2028,USA,NASDAQ,USD,Common Stock,US25400Q1132
1405,DWAS,Invesco DWA SmallCap Momentum ETF,USA,NASDAQ,USD,ETF,US46138E8425
1406,DWAT,Arrow DWA Tactical: Macro ETF,USA,NASDAQ,USD,ETF,US0427657921
1407,DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,USA,NASDAQ,USD,ETF,US00768Y4796
1408,DWSH,AdvisorShares Dorsey Wright Short,USA,NASDAQ,USD,ETF,US00768Y5298
1409,DWSN,Dawson Geophysical Company,USA,NASDAQ,USD,Common Stock,US2393601008
1410,DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,USA,NASDAQ,USD,ETF,US00768Y4879
1411,DXCM,DexCom Inc,USA,NASDAQ,USD,Common Stock,US2521311074
1412,DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,USA,NASDAQ,USD,ETF,US97717W5215
1413,DXLG,Destination XL Group Inc,USA,NASDAQ,USD,Common Stock,US25065K1043
1414,DXPE,DXP Enterprises Inc,USA,NASDAQ,USD,Common Stock,US2333774071
1415,DXR,Daxor Corporation,USA,NASDAQ,USD,Common Stock,US2394671034
1416,DXYN,The Dixie Group Inc,USA,NASDAQ,USD,Common Stock,US2555191004
1417,DYAI,Dyadic International Inc,USA,NASDAQ,USD,Common Stock,US26745T1016
1418,DYFI,IDX Dynamic Fixed Income ETF,USA,NASDAQ,USD,ETF,
1419,DYN,Dyne Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US26818M1080
1420,DYNI,IDX Dynamic Innovation ETF,USA,NASDAQ,USD,ETF,
1421,DYNT,Dynatronics Corporation,USA,NASDAQ,USD,Common Stock,US2681574016
1422,DYTA,SGI Dynamic Tactical ETF,USA,NASDAQ,USD,ETF,US74933W5774
1423,DZSI,DZS Inc,USA,NASDAQ,USD,Common Stock,US2682111099
1424,EA,Electronic Arts Inc,USA,NASDAQ,USD,Common Stock,US2855121099
1425,EAC,Edify Acquisition Corp,USA,NASDAQ,USD,Common Stock,US28059Q1031
1426,EACPU,Edify Acquisition Corp,USA,NASDAQ,USD,Common Stock,US28059Q2021
1427,EACPW,Edify Acquisition Corp,USA,NASDAQ,USD,Common Stock,
1428,EAST,Eastside Distilling Inc,USA,NASDAQ,USD,Common Stock,US2778023026
1429,EBAY,eBay Inc,USA,NASDAQ,USD,Common Stock,US2786421030
1430,EBC,Eastern Bankshares Inc,USA,NASDAQ,USD,Common Stock,US27627N1054
1431,EBIX,Ebix Inc,USA,NASDAQ,USD,Common Stock,US2787152063
1432,EBIXQ,Ebix Inc,USA,NASDAQ,USD,Common Stock,
1433,EBIZ,Global X E-commerce ETF,USA,NASDAQ,USD,ETF,US37954Y4677
1434,EBMT,Eagle Bancorp Montana Inc,USA,NASDAQ,USD,Common Stock,US26942G1004
1435,EBON,Ebang International Holdings,USA,NASDAQ,USD,Common Stock,KYG3R33A1063
1436,EBTC,Enterprise Bancorp Inc,USA,NASDAQ,USD,Common Stock,US2936681095
1437,ECBK,ECB Bancorp Inc.,USA,NASDAQ,USD,Common Stock,
1438,ECDA,ECD Automotive Design Inc,USA,NASDAQ,USD,Common Stock,
1439,ECDAW,ECD Automotive Design Inc,USA,NASDAQ,USD,Common Stock,
1440,ECOR,Electrocore LLC,USA,NASDAQ,USD,Common Stock,US28531P1030
1441,ECOW,Pacer Emerging Markets Cash Cows 100 ETF,USA,NASDAQ,USD,ETF,US69374H8658
1442,ECPG,Encore Capital Group Inc,USA,NASDAQ,USD,Common Stock,US2925541029
1443,ECX,ECARX Holdings Inc. Class A Ordinary shares,USA,NASDAQ,USD,Common Stock,
1444,ECXWW,ECARX Holdings Inc. Warrants,USA,NASDAQ,USD,Common Stock,
1445,EDAP,EDAP TMS SA,USA,NASDAQ,USD,Common Stock,US2683111072
1446,EDBL,Edible Garden AG Inc,USA,NASDAQ,USD,Common Stock,US28059P1057
1447,EDBLW,Edible Garden AG Incorporated,USA,NASDAQ,USD,Common Stock,
1448,EDIT,Editas Medicine Inc,USA,NASDAQ,USD,Common Stock,US28106W1036
1449,EDOC,Global X Telemedicine & Digital Health ETF,USA,NASDAQ,USD,ETF,US37954Y2853
